rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:629DixmZGHc7ILtEntuiWE","Billie Eilish","LUNCH","Darkroom/Interscope Records",1,1,10,"8514860"
2,"spotify:track:2qSkIjg1o9h3YT9RAgYN75","Sabrina Carpenter","Espresso","Island Records",1,2,45,"8260006"
3,"spotify:track:7fzHQizxTqy8wTXwlrgPQQ","Tommy Richman","MILLION DOLLAR BABY","PULSE Records",1,3,31,"7914734"
4,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",1,4,22,"6818475"
5,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",5,8,10,"6166114"
6,"spotify:track:6XjDF6nds4DE2BBbagZol6","FloyyMenor, Cris MJ","Gata Only","FloyyMenor under exclusive license to UnitedMasters LLC",2,5,105,"6135733"
7,"spotify:track:7221xIgOnuakPdLqT0F3nP","Post Malone, Morgan Wallen","I Had Some Help (Feat. Morgan Wallen)","Mercury Records/Republic Records",1,6,17,"5914690"
8,"spotify:track:7BRD7x5pt8Lqa1eGYC4dzj","Billie Eilish","CHIHIRO","Darkroom/Interscope Records",3,7,10,"5800143"
9,"spotify:track:5Z0UnEtpLDQyYlWwgi8m9C","Hozier","Too Sweet","Columbia",2,11,66,"5215682"
10,"spotify:track:2FQrifJ1N335Ljm3TjTVVf","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",5,9,42,"5195200"
11,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",1,10,129,"5154303"
12,"spotify:track:2GxrNKugF82CnoRFbQfzPf","Artemas","i like the way you kiss me","Artemas",1,12,68,"5115222"
13,"spotify:track:2OzhQlSqBEmt7hmkYxfT6m","Taylor Swift, Post Malone","Fortnight (feat. Post Malone)","Taylor Swift",1,13,38,"4196081"
14,"spotify:track:51ZQ1vr10ffzbwIjDCwqm4","Ariana Grande","we can't be friends (wait for your love)","Republic Records",1,14,80,"4132479"
15,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",1,15,100,"4098686"
16,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",5,16,193,"3549897"
17,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",2,17,232,"3178427"
18,"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","Darkroom/Interscope Records",11,18,10,"3148945"
19,"spotify:track:2prqm9sPLj10B4Wg0wE5x9","Billie Eilish","BLUE","Darkroom/Interscope Records",16,19,10,"2925068"
20,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",2,21,476,"2883587"
21,"spotify:track:4q5YezDOIPcoLr8R81x9qy","Taylor Swift","I Can Do It With a Broken Heart","Taylor Swift",3,20,38,"2731106"
22,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,24,788,"2696059"
23,"spotify:track:2tudvzsrR56uom6smgOcSf","Future, Metro Boomin, Kendrick Lamar","Like That","Wilburn Holding Co./Boominati/Epic/Republic",4,22,66,"2687169"
24,"spotify:track:7iabz12vAuVQYyekFIWJxD","Central Cee, Lil Baby","BAND4BAND (feat. Lil Baby)","Columbia",24,36,3,"2654065"
25,"spotify:track:5LhI8m7n8xlQmNe3b7Rwis","Natanael Cano, Oscar Maydon","Madonna","WEA Latina",15,25,79,"2630669"
26,"spotify:track:3Vr3zh0r7ALn8VLqCiRR10","Myles Smith","Stargazing","RCA Records Label",26,27,17,"2604759"
27,"spotify:track:6fPan2saHdFaIHuTSatORv","Billie Eilish","L’AMOUR DE MA VIE","Darkroom/Interscope Records",15,26,10,"2601847"
28,"spotify:track:2uqYupMHANxnwgeiXTZXzd","Dasha","Austin (Boots Stop Workin')","Warner Records",17,23,78,"2522184"
29,"spotify:track:1bjeWoagtHmUKputLVyDxQ","SZA","Saturn","Top Dawg Entertainment/RCA Records",12,29,94,"2512365"
30,"spotify:track:4ZJ4vzLQekI0WntDbanNC7","Zach Bryan","Pink Skies","Warner Records",18,38,3,"2466836"
31,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",19,46,1371,"2457189"
32,"spotify:track:7bywjHOc0wSjGGbj04XbVi","Feid, ATL Jacob","LUNA","UMLE - Latino",7,32,174,"2447841"
